"Step","phirho1 - reward","phirho1 - reward__MIN","phirho1 - reward__MAX","rho-8 - reward","rho-8 - reward__MIN","rho-8 - reward__MAX","rhophi8 - reward","rhophi8 - reward__MIN","rhophi8 - reward__MAX","rhophi10 - reward","rhophi10 - reward__MIN","rhophi10 - reward__MAX","phi10 - reward","phi10 - reward__MIN","phi10 - reward__MAX","Threefish-phi1 - reward","Threefish-phi1 - reward__MIN","Threefish-phi1 - reward__MAX","Threefish-phi8 - reward","Threefish-phi8 - reward__MIN","Threefish-phi8 - reward__MAX"
"2094000","-0.53","-0.53","-0.53","","","","-0.54","-0.54","-0.54","-0.36","-0.36","-0.36","0.11","0.11","0.11","","","","","",""
"2096000","-0.43","-0.43","-0.43","","","","-0.64","-0.64","-0.64","-0.17","-0.17","-0.17","-0.14","-0.14","-0.14","","","","","",""
"2098000","-0.43","-0.43","-0.43","","","","0","0","0","-0.62","-0.62","-0.62","0.38","0.38","0.38","","","","","",""
"2100000","-0.7","-0.7","-0.7","","","","-0.4","-0.4","-0.4","-0.53","-0.53","-0.53","0.7","0.7","0.7","","","","","",""
"2102000","-0.68","-0.68","-0.68","","","","-0.12","-0.12","-0.12","-0.6","-0.6","-0.6","-0.38","-0.38","-0.38","","","","","",""
"2104000","-0.82","-0.82","-0.82","","","","-0.38","-0.38","-0.38","-0.42","-0.42","-0.42","-0.46","-0.46","-0.46","","","","","",""
"2106000","-0.64","-0.64","-0.64","","","","-0.5","-0.5","-0.5","-0.45","-0.45","-0.45","0.5","0.5","0.5","","","","","",""
"2108000","-0.25","-0.25","-0.25","","","","-0.19","-0.19","-0.19","-0.25","-0.25","-0.25","-0.29","-0.29","-0.29","","","","","",""
"2110000","-0.46","-0.46","-0.46","","","","-0.47","-0.47","-0.47","-0.59","-0.59","-0.59","0.25","0.25","0.25","","","","","",""
"2112000","-0.46","-0.46","-0.46","","","","-0.2","-0.2","-0.2","-0.54","-0.54","-0.54","0","0","0","","","","","",""
"2114000","-0.59","-0.59","-0.59","","","","-0.54","-0.54","-0.54","0.15","0.15","0.15","-0.53","-0.53","-0.53","","","","","",""
"2116000","-0.92","-0.92","-0.92","","","","-0.46","-0.46","-0.46","-0.34","-0.34","-0.34","-0.21","-0.21","-0.21","","","","","",""
"2118000","-0.54","-0.54","-0.54","","","","-0.25","-0.25","-0.25","-0.25","-0.25","-0.25","0.06","0.06","0.06","","","","","",""
"2120000","-0.72","-0.72","-0.72","","","","-0.12","-0.12","-0.12","-0.44","-0.44","-0.44","-0.12","-0.12","-0.12","","","","","",""
"2122000","-0.62","-0.62","-0.62","","","","-0.39","-0.39","-0.39","0.11","0.11","0.11","0.08","0.08","0.08","","","","","",""
"2124000","-0.57","-0.57","-0.57","","","","-0.5","-0.5","-0.5","-0.47","-0.47","-0.47","-0.53","-0.53","-0.53","","","","","",""
"2126000","-0.69","-0.69","-0.69","","","","-0.1","-0.1","-0.1","0.1","0.1","0.1","-0.34","-0.34","-0.34","","","","","",""
"2128000","-0.42","-0.42","-0.42","","","","-0.29","-0.29","-0.29","-0.25","-0.25","-0.25","-0.34","-0.34","-0.34","","","","","",""
"2130000","-0.25","-0.25","-0.25","","","","-0.75","-0.75","-0.75","-0.21","-0.21","-0.21","-0.61","-0.61","-0.61","","","","","",""
"2132000","-0.62","-0.62","-0.62","","","","-0.46","-0.46","-0.46","-0.08","-0.08","-0.08","0.12","0.12","0.12","","","","","",""
"2134000","-0.5","-0.5","-0.5","","","","-0.39","-0.39","-0.39","-0.65","-0.65","-0.65","-0.28","-0.28","-0.28","","","","","",""
"2136000","-0.83","-0.83","-0.83","","","","-0.17","-0.17","-0.17","-0.41","-0.41","-0.41","-0.31","-0.31","-0.31","","","","","",""
"2138000","-0.69","-0.69","-0.69","","","","-0.56","-0.56","-0.56","-0.41","-0.41","-0.41","-0.25","-0.25","-0.25","","","","","",""
"2140000","-0.36","-0.36","-0.36","","","","-0.38","-0.38","-0.38","0.07","0.07","0.07","0.07","0.07","0.07","","","","","",""
"2142000","-0.45","-0.45","-0.45","","","","-0.42","-0.42","-0.42","-0.64","-0.64","-0.64","0.75","0.75","0.75","","","","","",""
"2144000","-0.29","-0.29","-0.29","","","","-0.21","-0.21","-0.21","-0.5","-0.5","-0.5","-0.21","-0.21","-0.21","","","","","",""
"2146000","-0.15","-0.15","-0.15","","","","-0.46","-0.46","-0.46","0.1","0.1","0.1","-0.04","-0.04","-0.04","","","","","",""
"2148000","-0.36","-0.36","-0.36","","","","-0.54","-0.54","-0.54","-0.04","-0.04","-0.04","0.04","0.04","0.04","","","","","",""
"2150000","-0.68","-0.68","-0.68","","","","-0.66","-0.66","-0.66","-0.39","-0.39","-0.39","0.05","0.05","0.05","","","","","",""
"2152000","-0.82","-0.82","-0.82","","","","-0.75","-0.75","-0.75","-0.68","-0.68","-0.68","-0.5","-0.5","-0.5","","","","","",""
"2154000","-0.46","-0.46","-0.46","","","","-0.68","-0.68","-0.68","-0.52","-0.52","-0.52","0.12","0.12","0.12","","","","","",""
"2156000","-0.57","-0.57","-0.57","","","","-0.4","-0.4","-0.4","-0.46","-0.46","-0.46","0.11","0.11","0.11","","","","","",""
"2158000","-0.5","-0.5","-0.5","","","","-0.21","-0.21","-0.21","-0.67","-0.67","-0.67","0.38","0.38","0.38","","","","","",""
"2160000","-0.5","-0.5","-0.5","","","","-0.35","-0.35","-0.35","-0.32","-0.32","-0.32","0.14","0.14","0.14","","","","","",""
"2162000","-0.56","-0.56","-0.56","","","","-0.3","-0.3","-0.3","-0.33","-0.33","-0.33","-0.28","-0.28","-0.28","","","","","",""
"2164000","-0.25","-0.25","-0.25","","","","-0.64","-0.64","-0.64","-0.25","-0.25","-0.25","-0.33","-0.33","-0.33","","","","","",""
"2166000","-0.69","-0.69","-0.69","","","","-0.62","-0.62","-0.62","-0.25","-0.25","-0.25","-0.32","-0.32","-0.32","","","","","",""
"2168000","-0.15","-0.15","-0.15","","","","-0.69","-0.69","-0.69","0.3","0.3","0.3","0.12","0.12","0.12","","","","","",""
"2170000","0.05","0.05","0.05","","","","-0.3","-0.3","-0.3","-0.17","-0.17","-0.17","-0.25","-0.25","-0.25","","","","","",""
"2172000","-0.5","-0.5","-0.5","","","","-0.56","-0.56","-0.56","-0.25","-0.25","-0.25","-0.31","-0.31","-0.31","","","","","",""
"2174000","-0.57","-0.57","-0.57","","","","-0.64","-0.64","-0.64","-0.48","-0.48","-0.48","-0.38","-0.38","-0.38","","","","","",""
"2176000","-0.88","-0.88","-0.88","","","","-0.35","-0.35","-0.35","-0.63","-0.63","-0.63","-0.05","-0.05","-0.05","","","","","",""
"2178000","-0.72","-0.72","-0.72","","","","-0.46","-0.46","-0.46","-0.78","-0.78","-0.78","0.05","0.05","0.05","","","","","",""
"2180000","-0.5","-0.5","-0.5","","","","-0.75","-0.75","-0.75","-0.29","-0.29","-0.29","-0.34","-0.34","-0.34","","","","","",""
"2182000","-0.72","-0.72","-0.72","","","","-0.57","-0.57","-0.57","-0.32","-0.32","-0.32","0","0","0","","","","","",""
"2184000","-0.36","-0.36","-0.36","","","","-0.62","-0.62","-0.62","-0.21","-0.21","-0.21","-0.12","-0.12","-0.12","","","","","",""
"2186000","-0.82","-0.82","-0.82","","","","-0.81","-0.81","-0.81","-0.47","-0.47","-0.47","-0.25","-0.25","-0.25","","","","","",""
"2188000","-0.43","-0.43","-0.43","","","","-0.55","-0.55","-0.55","-0.25","-0.25","-0.25","0","0","0","","","","","",""
"2190000","-0.29","-0.29","-0.29","","","","0.44","0.44","0.44","0","0","0","0.12","0.12","0.12","","","","","",""
"2192000","-0.62","-0.62","-0.62","","","","-0.65","-0.65","-0.65","-0.68","-0.68","-0.68","0.05","0.05","0.05","","","","","",""
"2194000","-0.75","-0.75","-0.75","","","","-0.33","-0.33","-0.33","0.18","0.18","0.18","0.17","0.17","0.17","","","","","",""
"2196000","-0.61","-0.61","-0.61","","","","0.19","0.19","0.19","-0.21","-0.21","-0.21","-0.15","-0.15","-0.15","","","","","",""
"2198000","-0.33","-0.33","-0.33","","","","-0.25","-0.25","-0.25","-0.64","-0.64","-0.64","0.05","0.05","0.05","","","","","",""
"2200000","-0.42","-0.42","-0.42","","","","-0.21","-0.21","-0.21","-0.18","-0.18","-0.18","0.81","0.81","0.81","","","","","",""
"2202000","-0.82","-0.82","-0.82","","","","-0.59","-0.59","-0.59","-0.64","-0.64","-0.64","0.12","0.12","0.12","","","","","",""
"2204000","-0.38","-0.38","-0.38","","","","-0.38","-0.38","-0.38","-0.25","-0.25","-0.25","0.35","0.35","0.35","","","","","",""
"2206000","-0.17","-0.17","-0.17","","","","-0.17","-0.17","-0.17","-0.47","-0.47","-0.47","-0.3","-0.3","-0.3","","","","","",""
"2208000","-0.69","-0.69","-0.69","","","","-0.35","-0.35","-0.35","-0.45","-0.45","-0.45","0.08","0.08","0.08","","","","","",""
"2210000","-0.88","-0.88","-0.88","","","","-0.4","-0.4","-0.4","-0.11","-0.11","-0.11","-0.35","-0.35","-0.35","","","","","",""
"2212000","-0.68","-0.68","-0.68","","","","-0.62","-0.62","-0.62","-0.25","-0.25","-0.25","-0.25","-0.25","-0.25","","","","","",""
"2214000","-0.25","-0.25","-0.25","","","","-0.2","-0.2","-0.2","-0.73","-0.73","-0.73","0.35","0.35","0.35","","","","","",""
"2216000","-0.21","-0.21","-0.21","","","","-0.33","-0.33","-0.33","-0.36","-0.36","-0.36","0.46","0.46","0.46","","","","","",""
"2218000","-0.59","-0.59","-0.59","","","","-0.32","-0.32","-0.32","-0.16","-0.16","-0.16","0.19","0.19","0.19","","","","","",""
"2220000","-0.44","-0.44","-0.44","","","","0.38","0.38","0.38","-0.61","-0.61","-0.61","1.06","1.06","1.06","","","","","",""
"2222000","-0.71","-0.71","-0.71","","","","-0.46","-0.46","-0.46","-0.56","-0.56","-0.56","0","0","0","","","","","",""
"2224000","0.31","0.31","0.31","","","","-0.38","-0.38","-0.38","-0.67","-0.67","-0.67","-0.22","-0.22","-0.22","","","","","",""
"2226000","-0.83","-0.83","-0.83","","","","-0.56","-0.56","-0.56","-0.39","-0.39","-0.39","-0.43","-0.43","-0.43","","","","","",""
"2228000","-0.85","-0.85","-0.85","","","","-0.69","-0.69","-0.69","-0.31","-0.31","-0.31","-0.22","-0.22","-0.22","","","","","",""
"2230000","-0.56","-0.56","-0.56","","","","-0.54","-0.54","-0.54","-0.43","-0.43","-0.43","0.31","0.31","0.31","","","","","",""
"2232000","-0.54","-0.54","-0.54","","","","-0.43","-0.43","-0.43","-0.47","-0.47","-0.47","-0.14","-0.14","-0.14","","","","","",""
"2234000","-0.17","-0.17","-0.17","","","","-0.61","-0.61","-0.61","-0.4","-0.4","-0.4","0.09","0.09","0.09","","","","","",""
"2236000","-0.71","-0.71","-0.71","","","","-0.2","-0.2","-0.2","-0.17","-0.17","-0.17","-0.14","-0.14","-0.14","","","","","",""
"2238000","-0.28","-0.28","-0.28","","","","-0.78","-0.78","-0.78","-0.2","-0.2","-0.2","-0.31","-0.31","-0.31","","","","","",""
"2240000","-0.5","-0.5","-0.5","","","","0.12","0.12","0.12","-0.34","-0.34","-0.34","-0.38","-0.38","-0.38","","","","","",""
"2242000","-0.46","-0.46","-0.46","","","","-0.1","-0.1","-0.1","-0.22","-0.22","-0.22","-0.28","-0.28","-0.28","","","","","",""
"2244000","-0.71","-0.71","-0.71","","","","-0.45","-0.45","-0.45","-0.38","-0.38","-0.38","0.07","0.07","0.07","","","","","",""
"2246000","-0.66","-0.66","-0.66","","","","-0.5","-0.5","-0.5","-0.53","-0.53","-0.53","-0.31","-0.31","-0.31","","","","","",""
"2248000","-0.58","-0.58","-0.58","","","","-0.38","-0.38","-0.38","-0.38","-0.38","-0.38","0.29","0.29","0.29","","","","","",""
"2250000","-0.8","-0.8","-0.8","","","","-0.72","-0.72","-0.72","-0.28","-0.28","-0.28","0.03","0.03","0.03","","","","","",""
"2252000","-0.46","-0.46","-0.46","","","","-0.62","-0.62","-0.62","-0.25","-0.25","-0.25","-0.22","-0.22","-0.22","","","","","",""
"2254000","-0.86","-0.86","-0.86","","","","-0.75","-0.75","-0.75","-0.88","-0.88","-0.88","-0.25","-0.25","-0.25","","","","","",""
"2256000","-0.78","-0.78","-0.78","","","","-0.41","-0.41","-0.41","-0.28","-0.28","-0.28","-0.36","-0.36","-0.36","","","","","",""
"2258000","-0.79","-0.79","-0.79","","","","-0.39","-0.39","-0.39","0.3","0.3","0.3","0.14","0.14","0.14","","","","","",""
"2260000","-0.46","-0.46","-0.46","","","","0.19","0.19","0.19","-0.21","-0.21","-0.21","0.38","0.38","0.38","","","","","",""
"2262000","-0.84","-0.84","-0.84","","","","-0.67","-0.67","-0.67","-0.19","-0.19","-0.19","-0.11","-0.11","-0.11","","","","","",""
"2264000","-0.58","-0.58","-0.58","","","","-0.67","-0.67","-0.67","0.05","0.05","0.05","0.42","0.42","0.42","","","","","",""
"2266000","-0.08","-0.08","-0.08","","","","-0.69","-0.69","-0.69","-0.58","-0.58","-0.58","-0.36","-0.36","-0.36","","","","","",""
"2268000","-0.36","-0.36","-0.36","","","","-0.53","-0.53","-0.53","-0.38","-0.38","-0.38","0.03","0.03","0.03","","","","","",""
"2270000","-0.25","-0.25","-0.25","","","","0","0","0","-0.44","-0.44","-0.44","0.6","0.6","0.6","","","","","",""
"2272000","-0.7","-0.7","-0.7","","","","-0.7","-0.7","-0.7","-0.35","-0.35","-0.35","0.09","0.09","0.09","","","","","",""
"2274000","-0.5","-0.5","-0.5","","","","-0.46","-0.46","-0.46","0.08","0.08","0.08","0.06","0.06","0.06","","","","","",""
"2276000","-0.71","-0.71","-0.71","","","","-0.54","-0.54","-0.54","-0.18","-0.18","-0.18","0.07","0.07","0.07","","","","","",""
"2278000","-0.12","-0.12","-0.12","","","","-0.77","-0.77","-0.77","0.05","0.05","0.05","-0.19","-0.19","-0.19","","","","","",""
"2280000","-0.84","-0.84","-0.84","","","","-0.61","-0.61","-0.61","0.25","0.25","0.25","-0.6","-0.6","-0.6","","","","","",""
"2282000","-0.87","-0.87","-0.87","","","","-0.5","-0.5","-0.5","-0.54","-0.54","-0.54","0.75","0.75","0.75","","","","","",""
"2284000","-0.46","-0.46","-0.46","","","","-0.46","-0.46","-0.46","-0.39","-0.39","-0.39","-0.69","-0.69","-0.69","","","","","",""
"2286000","-0.69","-0.69","-0.69","","","","-0.05","-0.05","-0.05","-0.33","-0.33","-0.33","0.04","0.04","0.04","","","","","",""
"2288000","-0.56","-0.56","-0.56","","","","-0.25","-0.25","-0.25","-0.5","-0.5","-0.5","0.15","0.15","0.15","","","","","",""
"2290000","-0.55","-0.55","-0.55","","","","-0.53","-0.53","-0.53","0.25","0.25","0.25","-0.15","-0.15","-0.15","","","","","",""
"2292000","-0.33","-0.33","-0.33","","","","-0.5","-0.5","-0.5","0.07","0.07","0.07","-0.25","-0.25","-0.25","","","","","",""
"2294000","-0.36","-0.36","-0.36","","","","-0.36","-0.36","-0.36","-0.22","-0.22","-0.22","-0.59","-0.59","-0.59","","","","","",""
"2296000","-0.5","-0.5","-0.5","","","","-0.46","-0.46","-0.46","-0.7","-0.7","-0.7","-0.17","-0.17","-0.17","","","","","",""
"2298000","-0.83","-0.83","-0.83","","","","-0.38","-0.38","-0.38","-0.1","-0.1","-0.1","-0.33","-0.33","-0.33","","","","","",""
"2300000","-0.64","-0.64","-0.64","","","","-0.75","-0.75","-0.75","-0.78","-0.78","-0.78","-0.09","-0.09","-0.09","","","","","",""
"2302000","-0.69","-0.69","-0.69","","","","-0.15","-0.15","-0.15","-0.6","-0.6","-0.6","0.1","0.1","0.1","","","","","",""
"2304000","-0.25","-0.25","-0.25","","","","-0.29","-0.29","-0.29","0.05","0.05","0.05","0","0","0","","","","","",""
"2306000","-0.55","-0.55","-0.55","","","","-0.29","-0.29","-0.29","-0.47","-0.47","-0.47","-0.29","-0.29","-0.29","","","","","",""
"2308000","-0.46","-0.46","-0.46","","","","-0.54","-0.54","-0.54","0.04","0.04","0.04","0.17","0.17","0.17","","","","","",""
"2310000","-0.2","-0.2","-0.2","","","","-0.75","-0.75","-0.75","-0.5","-0.5","-0.5","0","0","0","","","","","",""
"2312000","-0.54","-0.54","-0.54","","","","-0.57","-0.57","-0.57","-0.29","-0.29","-0.29","-0.05","-0.05","-0.05","","","","","",""
"2314000","-0.54","-0.54","-0.54","","","","-0.93","-0.93","-0.93","-0.21","-0.21","-0.21","0.15","0.15","0.15","","","","","",""
"2316000","0","0","0","","","","-0.38","-0.38","-0.38","-0.5","-0.5","-0.5","-0.59","-0.59","-0.59","","","","","",""
"2318000","-0.46","-0.46","-0.46","","","","-0.5","-0.5","-0.5","-0.43","-0.43","-0.43","0","0","0","","","","","",""
"2320000","-0.81","-0.81","-0.81","","","","-0.15","-0.15","-0.15","-0.47","-0.47","-0.47","-0.18","-0.18","-0.18","","","","","",""
"2322000","-0.62","-0.62","-0.62","","","","-0.45","-0.45","-0.45","0.05","0.05","0.05","0.15","0.15","0.15","","","","","",""
"2324000","0","0","0","","","","0","0","0","-0.14","-0.14","-0.14","-0.25","-0.25","-0.25","","","","","",""
"2326000","-0.68","-0.68","-0.68","","","","-0.43","-0.43","-0.43","-0.33","-0.33","-0.33","-0.04","-0.04","-0.04","","","","","",""
"2328000","-0.5","-0.5","-0.5","","","","0.12","0.12","0.12","-0.68","-0.68","-0.68","-0.1","-0.1","-0.1","","","","","",""
"2330000","-0.38","-0.38","-0.38","","","","-0.77","-0.77","-0.77","-0.03","-0.03","-0.03","0.25","0.25","0.25","","","","","",""
"2332000","-0.29","-0.29","-0.29","","","","-0.43","-0.43","-0.43","-0.44","-0.44","-0.44","0.1","0.1","0.1","","","","","",""
"2334000","-0.78","-0.78","-0.78","","","","-0.79","-0.79","-0.79","-0.36","-0.36","-0.36","0.06","0.06","0.06","","","","","",""
"2336000","-0.54","-0.54","-0.54","","","","-0.54","-0.54","-0.54","-0.14","-0.14","-0.14","0.45","0.45","0.45","","","","","",""
"2338000","-0.8","-0.8","-0.8","","","","-0.39","-0.39","-0.39","-0.81","-0.81","-0.81","0.25","0.25","0.25","","","","","",""
"2340000","-0.58","-0.58","-0.58","","","","-0.7","-0.7","-0.7","-0.5","-0.5","-0.5","-0.36","-0.36","-0.36","","","","","",""
"2342000","0.19","0.19","0.19","","","","-0.25","-0.25","-0.25","-0.72","-0.72","-0.72","-0.08","-0.08","-0.08","","","","","",""
"2344000","-0.42","-0.42","-0.42","","","","-0.67","-0.67","-0.67","-0.36","-0.36","-0.36","-0.07","-0.07","-0.07","","","","","",""
"2346000","-0.05","-0.05","-0.05","","","","-0.19","-0.19","-0.19","-0.6","-0.6","-0.6","0.12","0.12","0.12","","","","","",""
"2348000","-0.91","-0.91","-0.91","","","","-0.29","-0.29","-0.29","-0.75","-0.75","-0.75","0.31","0.31","0.31","","","","","",""
"2350000","-0.5","-0.5","-0.5","","","","-0.66","-0.66","-0.66","-0.44","-0.44","-0.44","0.44","0.44","0.44","","","","","",""
"2352000","-0.29","-0.29","-0.29","","","","-0.35","-0.35","-0.35","-0.47","-0.47","-0.47","0.04","0.04","0.04","","","","","",""
"2354000","-0.7","-0.7","-0.7","","","","-0.4","-0.4","-0.4","-0.2","-0.2","-0.2","1","1","1","","","","","",""
"2356000","-0.5","-0.5","-0.5","","","","-0.38","-0.38","-0.38","-0.32","-0.32","-0.32","-0.08","-0.08","-0.08","","","","","",""
"2358000","-0.69","-0.69","-0.69","","","","-0.5","-0.5","-0.5","-0.05","-0.05","-0.05","-0.05","-0.05","-0.05","","","","","",""
"2360000","-0.69","-0.69","-0.69","","","","-0.3","-0.3","-0.3","-0.44","-0.44","-0.44","-0.05","-0.05","-0.05","","","","","",""
"2362000","-0.56","-0.56","-0.56","","","","-0.12","-0.12","-0.12","-0.25","-0.25","-0.25","0.28","0.28","0.28","","","","","",""
"2364000","-0.64","-0.64","-0.64","","","","-0.42","-0.42","-0.42","-0.42","-0.42","-0.42","0.67","0.67","0.67","","","","","",""
"2366000","-0.75","-0.75","-0.75","","","","-0.92","-0.92","-0.92","-0.31","-0.31","-0.31","0.04","0.04","0.04","","","","","",""
"2368000","-0.72","-0.72","-0.72","","","","-0.19","-0.19","-0.19","-0.65","-0.65","-0.65","0.3","0.3","0.3","","","","","",""
"2370000","-0.5","-0.5","-0.5","","","","-0.5","-0.5","-0.5","-0.4","-0.4","-0.4","0.22","0.22","0.22","","","","","",""
"2372000","-0.61","-0.61","-0.61","","","","-0.33","-0.33","-0.33","-0.5","-0.5","-0.5","-0.21","-0.21","-0.21","","","","","",""
"2374000","-0.61","-0.61","-0.61","","","","-0.5","-0.5","-0.5","-0.58","-0.58","-0.58","0.21","0.21","0.21","","","","","",""
"2376000","-0.47","-0.47","-0.47","","","","-0.21","-0.21","-0.21","-0.67","-0.67","-0.67","-0.12","-0.12","-0.12","","","","","",""
"2378000","-0.42","-0.42","-0.42","","","","-0.25","-0.25","-0.25","-0.81","-0.81","-0.81","-0.14","-0.14","-0.14","","","","","",""
"2380000","-0.78","-0.78","-0.78","","","","-0.38","-0.38","-0.38","-0.06","-0.06","-0.06","-0.12","-0.12","-0.12","","","","","",""
"2382000","-0.8","-0.8","-0.8","","","","-0.6","-0.6","-0.6","-0.61","-0.61","-0.61","0.08","0.08","0.08","","","","","",""
"2384000","-0.57","-0.57","-0.57","","","","0","0","0","-0.08","-0.08","-0.08","-0.38","-0.38","-0.38","","","","","",""
"2386000","-0.56","-0.56","-0.56","","","","-0.25","-0.25","-0.25","-0.42","-0.42","-0.42","0.65","0.65","0.65","","","","","",""
"2388000","-0.5","-0.5","-0.5","","","","-0.17","-0.17","-0.17","-0.71","-0.71","-0.71","-0.67","-0.67","-0.67","","","","","",""
"2390000","-0.54","-0.54","-0.54","","","","-0.68","-0.68","-0.68","-0.42","-0.42","-0.42","-0.29","-0.29","-0.29","","","","","",""
"2392000","-0.36","-0.36","-0.36","","","","-0.04","-0.04","-0.04","-0.08","-0.08","-0.08","-0.19","-0.19","-0.19","","","","","",""
"2394000","-0.19","-0.19","-0.19","","","","-0.78","-0.78","-0.78","-0.11","-0.11","-0.11","0.04","0.04","0.04","","","","","",""
"2396000","-0.33","-0.33","-0.33","","","","-0.31","-0.31","-0.31","-0.18","-0.18","-0.18","0.54","0.54","0.54","","","","","",""
"2398000","-0.72","-0.72","-0.72","","","","-0.47","-0.47","-0.47","-0.34","-0.34","-0.34","0.33","0.33","0.33","","","","","",""
"2400000","-0.82","-0.82","-0.82","","","","-0.21","-0.21","-0.21","-0.33","-0.33","-0.33","0","0","0","","","","","",""
"2402000","-0.6","-0.6","-0.6","","","","-0.54","-0.54","-0.54","-0.78","-0.78","-0.78","0.7","0.7","0.7","","","","","",""
"2404000","-0.64","-0.64","-0.64","","","","-0.46","-0.46","-0.46","-0.7","-0.7","-0.7","-0.22","-0.22","-0.22","","","","","",""
"2406000","-0.43","-0.43","-0.43","","","","-0.66","-0.66","-0.66","-0.65","-0.65","-0.65","-0.17","-0.17","-0.17","","","","","",""
"2408000","-0.79","-0.79","-0.79","","","","-0.38","-0.38","-0.38","-0.32","-0.32","-0.32","0.75","0.75","0.75","","","","","",""
"2410000","-0.43","-0.43","-0.43","","","","-0.38","-0.38","-0.38","-0.04","-0.04","-0.04","-0.08","-0.08","-0.08","","","","","",""
"2412000","-0.25","-0.25","-0.25","","","","-0.62","-0.62","-0.62","-0.58","-0.58","-0.58","0.54","0.54","0.54","","","","","",""
"2414000","-0.69","-0.69","-0.69","","","","-0.29","-0.29","-0.29","-0.35","-0.35","-0.35","-0.12","-0.12","-0.12","","","","","",""
"2416000","-0.35","-0.35","-0.35","","","","-0.43","-0.43","-0.43","-0.31","-0.31","-0.31","-0.32","-0.32","-0.32","","","","","",""
"2418000","-0.89","-0.89","-0.89","","","","-0.46","-0.46","-0.46","-0.5","-0.5","-0.5","-0.17","-0.17","-0.17","","","","","",""
"2420000","-0.25","-0.25","-0.25","","","","-0.3","-0.3","-0.3","-0.21","-0.21","-0.21","-0.31","-0.31","-0.31","","","","","",""
"2422000","-0.7","-0.7","-0.7","","","","-0.75","-0.75","-0.75","-0.29","-0.29","-0.29","-0.11","-0.11","-0.11","","","","","",""
"2424000","-0.3","-0.3","-0.3","","","","-0.5","-0.5","-0.5","-0.44","-0.44","-0.44","0.03","0.03","0.03","","","","","",""
"2426000","-0.64","-0.64","-0.64","","","","-0.64","-0.64","-0.64","-0.47","-0.47","-0.47","-0.07","-0.07","-0.07","","","","","",""
"2428000","-0.64","-0.64","-0.64","","","","-0.25","-0.25","-0.25","-0.59","-0.59","-0.59","0.5","0.5","0.5","","","","","",""
"2430000","-0.56","-0.56","-0.56","","","","-0.33","-0.33","-0.33","-0.5","-0.5","-0.5","0.17","0.17","0.17","","","","","",""
"2432000","-0.75","-0.75","-0.75","","","","-0.25","-0.25","-0.25","-0.31","-0.31","-0.31","-0.17","-0.17","-0.17","","","","","",""
"2434000","-0.88","-0.88","-0.88","","","","-0.54","-0.54","-0.54","-0.64","-0.64","-0.64","-0.08","-0.08","-0.08","","","","","",""
"2436000","-0.72","-0.72","-0.72","","","","-0.39","-0.39","-0.39","-0.38","-0.38","-0.38","-0.23","-0.23","-0.23","","","","","",""
"2438000","-0.83","-0.83","-0.83","","","","-0.59","-0.59","-0.59","-0.64","-0.64","-0.64","-0.36","-0.36","-0.36","","","","","",""
"2440000","-0.68","-0.68","-0.68","","","","-0.54","-0.54","-0.54","-0.18","-0.18","-0.18","-0.03","-0.03","-0.03","","","","","",""
"2442000","-0.15","-0.15","-0.15","","","","-0.21","-0.21","-0.21","-0.58","-0.58","-0.58","-0.35","-0.35","-0.35","","","","","",""
"2444000","-0.86","-0.86","-0.86","","","","0.06","0.06","0.06","-0.58","-0.58","-0.58","0.58","0.58","0.58","","","","","",""
"2446000","-0.62","-0.62","-0.62","","","","-0.61","-0.61","-0.61","-0.25","-0.25","-0.25","-0.07","-0.07","-0.07","","","","","",""
"2448000","-0.64","-0.64","-0.64","","","","-0.57","-0.57","-0.57","-0.36","-0.36","-0.36","-0.04","-0.04","-0.04","","","","","",""
"2450000","-0.68","-0.68","-0.68","","","","-0.15","-0.15","-0.15","-0.41","-0.41","-0.41","-0.21","-0.21","-0.21","","","","","",""
"2452000","-0.45","-0.45","-0.45","","","","-0.56","-0.56","-0.56","-0.25","-0.25","-0.25","0.11","0.11","0.11","","","","","",""
"2454000","-0.68","-0.68","-0.68","","","","-0.46","-0.46","-0.46","-0.39","-0.39","-0.39","-0.41","-0.41","-0.41","","","","","",""
"2456000","-0.94","-0.94","-0.94","","","","-0.04","-0.04","-0.04","-0.72","-0.72","-0.72","0.17","0.17","0.17","","","","","",""
"2458000","-0.54","-0.54","-0.54","","","","-0.54","-0.54","-0.54","-0.45","-0.45","-0.45","0","0","0","","","","","",""
"2460000","-0.46","-0.46","-0.46","","","","-0.21","-0.21","-0.21","-0.36","-0.36","-0.36","-0.42","-0.42","-0.42","","","","","",""
"2462000","-0.47","-0.47","-0.47","","","","-0.57","-0.57","-0.57","-0.21","-0.21","-0.21","0.06","0.06","0.06","","","","","",""
"2464000","-0.35","-0.35","-0.35","","","","-0.1","-0.1","-0.1","-0.17","-0.17","-0.17","-0.36","-0.36","-0.36","","","","","",""
"2466000","0.1","0.1","0.1","","","","-0.25","-0.25","-0.25","-0.33","-0.33","-0.33","-0.38","-0.38","-0.38","","","","","",""
"2468000","-0.71","-0.71","-0.71","","","","-0.2","-0.2","-0.2","-0.36","-0.36","-0.36","-0.33","-0.33","-0.33","","","","","",""
"2470000","-0.32","-0.32","-0.32","","","","-0.61","-0.61","-0.61","-0.54","-0.54","-0.54","0.29","0.29","0.29","","","","","",""
